company_name,recruiter_name,job_title,location,employment_type,job_level,job_function,salary_lower,salary_upper,salary_period,num_applications,posted_date,address,experience,closing_date,job_description
ST ENGINEERING IHQ PTE. LTD.,PETROS-CONSULTING PTE. LTD.,Solution Architect (Data Analytics / Artificial Intelligence),North,Permanent,Professional,Information Technology,14.0,,Posted 6 days ago,14,27 Mar 2024,"ST ENGINEERING HUB, 1 ANG MO KIO ELECTRONICS PARK ROAD 567710",6,26 Apr 2024,"Roles & Responsibilities
Only Singaporeans need apply due to security clearance. Thank you.

Description:
Responsibilities:
Analyses, designs and develops digitalisation roadmaps and implementation plans based on a current versus future state solutions architecture
Analyses the current architecture to identify weaknesses and identifies opportunities for improvement, and performs ongoing architecture quality review activities.
Leads and facilitates the solutions architecture governance processes by aligning to the enterprise architecture and manages exceptions to architectural standards at a solutions level
Assesses near-term needs to establish business priorities, analyses and develop solutions architectural requirements, and ensures alignment of architectural requirements with the IT strategy.
Work with customers to identify, design and develop AI/ML solutions to address their requirements, challenges and pain points.
Engage solution vendors to determine appropriate products that will meet customer DA/AI requirements
Support data analytics solutions response to RFQ and tenders, proposal development and provide post-sales support.
Lead and guide project team to develop and implement the solution
Exercise and continually develop leadership, management and technical skills
Requirements
Strong technical knowledge in software architecture, have breadth across technology stacks with deep hands on skills, and passionate about working with customers to help build applications at scale.
Knowledge of Continuous Integration/Continuous Delivery environment with change/version control process and methodologies.
Knowledge of networking, computing platform, storage, database, security, middleware, network and systems management, and related infrastructure technologies and practices.
Experience in designing and building DA/AI solutions (eg cloud native, microservices architecture using containers/Kubernetes), integrated with machine learning pipeline.
Experience in all stages of the project lifecycle, e.g. planning, requirements gathering, design documentation, testing, rollout and transition to Ops.
Experience in technical presentation, technical documentation.
Experience in delivering projects for the defence sector will be a plus."
OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,,Marketing Analytics | B2C Social Media | SQL,East,Contract,Professional,Marketing / Public Relations,37.0,,Posted 6 days ago,37,27 Mar 2024,"PLAZA 8 @ CBP, 1 CHANGI BUSINESS PARK CRESCENT 486025",3,26 Apr 2024,"Roles & Responsibilities
Role Title: Marketing Operations and Analytics Specialist
Location: Pasir Panjang, Singapore
Duration: 12 months contract
Hybrid Working Hours: 9am­ to 6pm
Salary Range: S$4,500 to S$7,300 (depending on experience)

Requirements:
At least 2 to 3 years of experience in data analytics; experience in the tech or gaming industry is preferred
Proven experience as a Digital Marketing Executive or in a similar role.
Experience with B2C social media marketing, , email campaigns, and SEO/SEM.
Proficiency in using various digital marketing tools and platforms such as Ads Manager, etc.
SQL knowledge.
Minimum of a Diploma in marketing, communications, or a related field.
Responsibilities
Deliver full pieces of an analysis that is integrated into an overarching analytical outcome (e.g., research, experimental design using analytical tools to test hypotheses and draw conclusions, storytelling and consulting to business leaders to drive action, and designing data strategies for reporting and dashboards).
Translate and refine business questions into tractable analysis and evaluation metrics.
Plan and execute prioritized work including selecting appropriate methods to most effectively achieve analysis objectives.
Develop roadmap, and track action plans and risk and issue logs to keep the analysis on track.
Solve data­related questions based on information gathered on the business domain for effective decision­making.
Identify and recommend creative ways to improve solutions to defined problems via selection of better analytical methods and tools.
Apply proficient analytical, problem­solving, and research skills to provide market driven insights that have a moderate impact on business performance.
Address commonly escalated issues and triage when required.
Demonstrate strong research skills and awareness of state­of­the­art research methods.


Skills
· Knowledge of the management process of business operations for a given product, service, or domain.
· Ability to understand stakeholder needs through dialogue before conducting analysis and making recommendations.
· Ability to create dashboards to link, report, and analyze metrics based on available data. This includes the ability to prepare effective presentations in content and function, and to speak competently to the level of the audience.
· Ability to analyze information, draw conclusions, generate alternatives and solutions, and evaluate outcomes. This includes the ability to use data to add value to business planning and strategies.
· Ability to convert and/or uncover open-ended real world problems within the business context into trackable metrics or a structured analytical/statistical framework, as well as the ability to generate business-related insights from data analysis in a way that is meaningful to the stakeholders.
· Ability to develop, understand, and apply domain specific technical knowledge to complete assigned work, tasks, and support others in the organization.
· Knowledge of the principles and best practices of designing experiments to address issues or evaluate impact. This includes knowledge of design parameters, sampling strategies, data collection, and analytical techniques.
· Knowledge of advanced statistical methods used to analyze data. This includes the ability to identify and conduct appropriate advanced statistical analysis to evaluate sample adequacy, draw inferences, and solve a variety of data­related problems.
· Ability to influence and inspire an audience by crafting stories using data that elicit empathy or create buy­ in.
· Ability to quickly learn the general concepts and principles in a statistical and mathematical domain, solve or analyze issues or provide useful insights, and demonstrate interest and curiosity in acquiring knowledge across similar domains."
SINGAPORE HEALTH SERVICES PTE LTD,,"Principal Analyst, Group Finance Analytics",South,Permanent,Manager,Others,38.0,,Posted 6 days ago,38,27 Mar 2024,,5,26 Apr 2024,"Roles & Responsibilities
You will provide technical advisory to the analysts, establishing data analytics support (including development of machine learning models, dashboards) within the SingHealth Group including both clinical and financial analytics initiatives for value-driven care, bundled payments, population health, Cost Systemisation (CoSy) initiative amongst others. You will lead data analytics projects that are commissioned by institutions within the SingHealth Group and provide recommendations based on the insights and analysis done. You will partner with stakeholders and cross functional teams in your course of work especially the Regional Health and Finance offices within the cluster so as to achieve the desired outcomes. You will also provide the necessary training to institutional teams on data analytics tool as required. Other duties include assisting in projects as and when assigned.

Requirements:
Master’s Degree / Bachelor’s Degree in Finance, Statistics, Mathematics, Computer Science / Engineering, Business Analytics or other quantitative disciplines, preferably at least 5 years of technical experience and 2 years in a supervisory role
Experience in the healthcare or finance is preferred
Strong theoretical understanding of financial / statistical modelling, machine learning,data mining and related techniques
Technical experience with data wrangling, data prep and building visualisation dashboards with Tableau / Qlik Sense / Power BI
Experience with algorithms and high coding proficiency with tools such as R / Python / SQL
Good understanding of MATLAB, SPSS, STATA etc.
Strong analytical and problem-solving skills
Excellent verbal and written communication, presentation skills
Ability to work independently as well as in a team in a fast-paced environment"
SHIMANO (SINGAPORE) PRIVATE LIMITED,,Data Analyst,West,Full Time,Executive,Junior Information Technology,118.0,,Posted 6 days ago,118,27 Mar 2024,,1,26 Apr 2024,"Roles & Responsibilities
Job Responsibilities:

Collect, process, and analyze datasets using statistical techniques to provide data visualizations.
Develop and maintain dashboards to interpret trends or patterns in complex data sets.
Generate automated reports/alerts to aid business stakeholders in decision making.
Collaborate with cross-functional teams to understand their business needs and provide data-driven solutions.
Filter and “clean” the data and establish ETL process and build data pipelines.
Generate data tables for end user consumption based on the data pipelines.
Perform ad-hoc analysis and data mining to answer specific business questions.
Ensure data accuracy, integrity, and consistency across all data assets.
Maintain clear and concise documentation of data processes and business logic.
Work with management to prioritize business and information needs.
Locate and define new process improvement opportunities, by staying relevant with industry trends & best practices.
Any ad hoc jobs as provided

Job Requirements:

Diploma or Degree/ in Business Analytics or Computer Science with major in Data Analytics
1 to 2 years of experience with data visualization tools such as Qliksense, Power BI, or similar.
Proficiency in Python/SQL/SSIS for data manipulation and querying.
Familiarity with ETL (Extract, Transform, Load) processes and tools.
Strong analytical and problem-solving skills with a keen attention to detail.
Commendable communication and collaboration skills, with the ability to present complex findings in a clear and concise manner (Story telling).
Ability to work independently with less supervision and manage multiple priorities in a fast-paced environment.
Experience in supply chain management or manufacturing related domain is a plus."
HAFNIA POOLS PTE. LTD.,,Data and Analytics Software Engineer,South,Permanent,Manager,Information Technology,35.0,,Posted 6 days ago,35,27 Mar 2024,"MAPLETREE BUSINESS CITY, 10 PASIR PANJANG ROAD 117438",5,26 Apr 2024,"Roles & Responsibilities
Be part of our young and energetic team in Singapore, driven by innovation and strive for exploring new technologies to make data and analytics accessible to Hafnia’s businesses. We are at the early stage of the implementation. Hafnia is looking for talented individual that have a strong sense of ownership and responsibility.

Responsibilities

You will play a crucial role in building applications on top of our data lake to power business requirements and leverage the vast amount of data we have. You will work closely with our experienced team to design, develop, and implement software solutions that enable data-driven decision-making. This role requires strong technical skills, a deep understanding of data engineering and data science principles, and the ability to communicate effectively with both technical and non-technical stakeholders.
We use the scrum methodology to support our projects.
Collaborate with teams of experts from all departments.
As a Software Engineer,

Develop, deploy, and maintain big data software solutions.
Lead the development of a software architecture that supports the three Vs of big data (Volume, Velocity and Variety).
Design and serve a “Dataplatform As A Service” for Analytics Engineers and business users.
Ensure that the development best practices are followed.
Develop and deploy Azure Services to support software development.
Understand and run high-performance analytical database (Databricks)
Excellent communication skills, with the ability to explain technical concepts to non-technical stakeholders.
Proficiency in Python and SQL.
Strong understanding of object-oriented programming (OOP) and design patterns.
Proficiency in programming languages such as .NET and Python.
Experience with software development frameworks and libraries.
Familiarity with version control systems such as Git.
Knowledge of software testing and debugging methodologies.
Ability to write clean, maintainable, and efficient code.
Experience with agile development methodologies."
MTC CONSULTING PTE. LTD.,,Data Architect (Azure) - 081,Islandwide,Permanent,Professional,Consulting,7.0,,Posted 6 days ago,7,27 Mar 2024,,12,26 Apr 2024,"Roles & Responsibilities
Salary: Commensurate with experience
Working Hours: Mondays to Fridays, 9.30am to 6.30pm
Working Location: Central

To excel in this role, the incumbent should demonstrate the ability to:
Utilise his/her expertise in Microsoft Azure technologies to design and construct analytics cloud solutions for the purpose of creating, improving and upgrading existing enterprise data systems and their overall performances.
Analyse operational methods and recommend suitable Microsoft Azure data and analysis services, including IaaS, SaaS, or PaaS, and leveraging data-driven insights to accomplish objectives while adhering to security protocols.
Collaborate with stakeholders, as well as internal and external sources for the purpose of gathering valuable input to make sound and informed decisions on the architectural aspects and development of data-related tools such as pipelines, reports, dashboard, and APIs that are aligned with requirements, all the while ensuring a seamless access to data for advanced analysis purposes.
Possess a thorough understanding of the cost factors associated with Microsoft Azure cloud solutions to optimise resource utilisation.

Additionally, the incumbent should also ideally possess:
At least 12 years of experience with large-scale data and analytics solutions, with 5 years of experience working with Microsoft Azure and 1 year of experience working with Microsoft Synapse.
Knowledge on different database technologies, e.g., SQL database(s), and NoSQL such as Hadoop, MongoDB, Redis, etc., and exposing data to end-users via Power BI, and Azure API Apps will be advantageous.
Knowledge of Azure Data & Analytics PaaS Services, such as Azure CosmosDB, Azure Data Factory, Azure Data Lake, Azure Databricks, Azure HDInsight + Spark, Azure IoT, Azure SQL DB, Azure Stream Analytics and Azure Synapse Analytics, as well as knowledge of Lambda and Kappa architecture patterns and mastery of SQL.

Interested candidates, please click on APPLY NOW or email your CV over to mtc081@mtcconsulting.com.sg.

Please be informed that only shortlisted candidates will be notified.

EA Personnel Name: Lim Li Yun, Sherlyn
EA Personnel No: R23118942
EA License No: 15C7752"
LINKEDCORP HR CONSULTANCY PTE. LTD.,,Business Intelligence Manager [Game Data Analytics / SQL / Tableau],North,Permanent,Manager,Consulting,27.0,,Posted 7 days ago,27,26 Mar 2024,"NORTH LINK BUILDING, 10 ADMIRALTY STREET 757695",4,25 Apr 2024,"Roles & Responsibilities
Job Descriptions:
Conduct data analysis on our game projects on the group level (including analysis on game products, commercialization, operation, marketing, etc.)
Perform market analysis on competitors, publishing channels, market trends, and work with business stakeholders to drive business opportunities/ efficiency
Lead demographic and behavior analysis on gamers including but not limited to user value, retention, and monetization, using methods including but not limited to data analysis, data mining and user research to optimize gaming products
Build a periodic reporting and intuitive dashboards pipeline on routine data performance to provide business insights
Track and maintain data integrity across platform tools and workflows; identify and resolve data inconsistencies
Work with our Slate Development Team to facilitate product proposals
Job Requirements:
BA/BS degree in a major related to Data Analytics
5+ years of experience in data analytics; experience in the tech or gaming industry is preferred
Expertise in SQL (database management and data wrangling/processing), and Tableau (or similar dashboard tools)
Strong analytical and problem-solving skills, experience in decision-making and change management driven by data analysis and user research"
GRAVITAS RECRUITMENT GROUP (SG) PTE. LTD.,,Junior AML Data Analyst,Central,Full Time,Executive,Junior Information Technology,42.0,,Posted 7 days ago,42,26 Mar 2024,"REPUBLIC PLAZA, 9 RAFFLES PLACE 048619",1,16 Apr 2024,"Roles & Responsibilities
My client, a leading financial services company in Singapore, is looking for an AML Data Analyst to assist in developing and implementing the AML/CFT program, particularly the drafting and finetuning of rules for the transaction monitoring system.

Responsibilities:
Provide insight and assistance to the development and finetuning of AML transaction monitoring rules
Conduct gap analysis and risk assessments for AML/CFT-related matters and new products
Update the AML/CFT and sanction Program and policies
Requirements:
Degree Holder with ideally 1 year experience in data analytics within Financial Services, advantageous if you possess actual work experience in creating Transaction Monitoring rules
Experience in collaborating with IT teams and vendors
Strong tenacity and ability to work in fast-paced environments
Don't miss out on this exciting opportunity to be a part of a dynamic team. Apply directly or reach out to Jeanie Ng via email at jea.ng@gravitasgroup.com or dial +65 6351 6993 to be considered immediately."
THOMSON MEDICAL PTE. LTD.,,"Head, Data",Central,Full Time,Manager,Healthcare / Pharmaceutical,49.0,,Posted 7 days ago,49,26 Mar 2024,"THOMSON MEDICAL CENTRE, 339 THOMSON ROAD 307677",3,25 Apr 2024,"Roles & Responsibilities
The Head, Data will play a key role in the Digital and Information Technology department, support the Director in developing data analytics and AI strategy and initiatives. He/she will take responsibility in overseeing the development of the IT data analytics platform, managing teams, and ensuring efficient and effective of data to support business decision.

RESPONSIBILITIES
Assist Director in developing and implementing the organization's data analytics and AI strategy in alignment with its business goals and objectives;
Lead, manage and mentors a team of analytics and AI professionals of different backgrounds; promoting collaboration, and ensuring effective communication and coordination;
Identify training and development needs, providing opportunities for skill enhancement and career growth for team members;
Establish data governance policies and procedures to ensure data quality, security and compliance with regulatory requirements, ensure effective data management and utilization;
Manage projects progress, identify and mitigate risks, and resolve any issues or challenges;
Collaborate with business stakeholders, other IT teams and partners, to identify data-driven and AI opportunities and drive business value;
Oversee the design and implementation of data infrastructure, architecture and systems, including data warehouses, data lakes, and business intelligence tools;
Ensure utilization and adoption of developed analytics products by embedding data and insights into digital applications and business processes;
Perform outsourcing management to ensure that contractual obligations are met and projects needs; Manages vendor relationships and ensure vendors fulfill per contract requirements;
Manage IT procurement, evaluate vendor proposals, make recommendations for vendor selection and procurement decisions;
Ensure compliance with applicable laws, regulations and industry standards regarding data privacy, security and IT operations;
Stay current with industry trends, emerging technologies, and best practices in data management and analytics;
Foster positive relationships and effective communication channels;
Brief and train business stakeholders on developed analytics products;
Maintains and updates the quality records according to the standard guidelines on identification, filing, storage, maintenance, and disposition of these records.
Covers duties of fellow colleagues in their absence
Performs any other job related duties as assigned.
REQUIREMENTS
Bachelor’s or Master’s degree in computer science, information systems, statistics, or a related field.
More than 10 years of working experience with at least 3 years in managing team, with track record of managing data analytics projects
Strong understanding of data governance, data quality, data security and regulatory compliance requirements.
Excellent Interpersonal and leadership skills to manage multiple projects at one time with the ability to work in a fast-paced environment
Good knowledge of project management both waterfall and agile include managing contracts, project budgets, work breakdown structures, and systems integration
Proficiency in data technologies and tools, such as SQL, Hadoop, Spark, Python, R, Tableau and machine learning framework
Strong understanding of cloud-based data platform and analytics technologies (e.g Azure data factory, databricks etc)
Familiarity with AI tools and their application in enhancing data insights and user efficiency
Strong strategic thinking and problem solving abilities
Possess healthcare domain knowledge"
HELIUS TECHNOLOGIES PTE. LTD.,,Lead Data Analyst,Islandwide,Contract,Manager,Information Technology,34.0,,Posted 7 days ago,34,26 Mar 2024,,,09 Apr 2024,"Roles & Responsibilities
Lead and manage data analytics projects, ensuring adherence to timelines, budgets, and quality standards.
Collaborate with stakeholders to understand project requirements and objectives, translating them into actionable plans and deliverables.
Utilize strong analytical skills to gather, analyze, and interpret data from various sources, identifying trends, patterns, and insights.
Develop interactive and visually appealing dashboards and reports using Tableau, providing stakeholders with intuitive access to key metrics and KPIs.
Work closely with cross-functional teams including data scientists, analysts, and developers to ensure seamless execution of projects and alignment with organizational goals.
Proactively identify and mitigate risks and issues that may impact project timelines or outcomes, implementing effective risk management strategies.
Communicate project status, updates, and key insights to stakeholders at all levels of the organization, ensuring transparency and alignment throughout the project lifecycle.
Drive process improvements and optimizations to enhance efficiency and effectiveness in project delivery and data analysis workflows."
AUTO & GENERAL (SEA) SERVICES PTE. LIMITED,,BI Data Engineer,Central,Permanent,Professional,Information Technology,31.0,,Posted 7 days ago,31,26 Mar 2024,"SINGAPORE SHOPPING CENTRE, 190 CLEMENCEAU AVENUE 239924",5,25 Apr 2024,"Roles & Responsibilities
What we are looking for:
A senior data architect with strong Business Intelligence knowledge and a keen eye for detail.
In this role, you will need to demonstrate how your strong focus on performance and delivery can help us to meet the ambitious growth agenda.
Are you excited and motivated to drive impact with the use of data? Are you a great and efficient problem solver? If you fit the bill, we are excited for you to join us on this exciting Journey!

Your day to day responsibilities:
§ Gather and analyse requirements.
§ Design, develop and maintain data warehouse including SSIS packages with multiple data sources and multiple ETL branches.
§ Study and understand the company’s business processes and applications, including their effect on data and reporting, and applies the knowledge gained in designing data warehouses and reports.
§ Provide support and maintenance on ETL processes and documentation.
§ Ensure the best possible performance and quality in ETL.
§ Develop complex SQL queries and stored procedure.
§ Design, build and deploy BI solutions, mainly using SSRS, Power BI and others BI tools
§ Develop basic Financial Analysis and Excel model.
§ Manage customer and sales insights development.
§ Assisting business teams to prepare and provide weekly and monthly dashboards and reports.

Job Requirements:
§ 5+ years of experience in a relevant Data role - building and/or maintaining data warehouses
§ Knowledge of SQL queries, SQL Server Reporting Services (SSRS) and SQL Server
§ Integration Services (SSIS)
§ Demonstrated experience working in web and digital marketing analytics. Preferably hands-on experience with the Google Analytics, Ads and Optimize; and Facebook’s analytics tools.
§ Able to convert data into meaningful insights to inform business decision making and outcomes.
§ Familiarity with BI technologies
§ Technology stack understanding
§ Language: C# .Net, PHP, AngularJS
§ Others: Windows Server, IIS, MS SQL, Site core, Power BI
§ Understanding of marketing metrics, media attribution models and campaign tracking.
§ Experience in Insurance domain / Digital marketing data analytics is a plus
§ Analytical mind with a problem-solving aptitude and great communication skills."
JJ CONSULTING SERVICES,,"Associate Director, Operations (Data Centre), Malaysia",Islandwide,Permanent,Middle Management,Building And Construction,21.0,,Posted 7 days ago,21,26 Mar 2024,,10,09 Apr 2024,"Roles & Responsibilities
Our Client is an established company in Singapore, who is seeking to recruit a Associate Director, Operations (Data Centre), Malaysia.
Associate Director, Operations (Data Centre), Malaysia
To review and reform the existing Data Centre network and IT system.
To develop and integrate the existing Building Management System (BMS) and Environmental Monitoring System (EMS).
To introduce IOT sensors for Artificial Intelligence and to collect data for Machine Learning implementation.
Manage the department by providing leadership, coaching, training, and mentorship and overall development of the employees.
Manage resources in manpower, capital, and operating expenses within the team. Ensure resources are leveraged at the most optimum, efficient, and cost-effective manner.
Work with Procurement on all the tender processes and internal team on the specifications/requirements, to ensure all contracts and tenders are process in accordance to policies. Work with Project team on submitted tender, evaluate feasibility, life cycle cost and maintenance requirements of the design, equipment and services rendered.
Update senior management on overall performance status and activities for the department.
Strategize and lead the department towards centralization, digitalization, and data analytical to improve Data Center resiliencies and efficiencies.
Skills for Success
Degree/Diploma in IT Network, Mechanical, Electrical, Building Services, Facilities Management, or related disciplines.
Minimum 15 years of experience in mission critical facilities.
Manage the relationship with the client, vendor and all stakeholders.
Perform other job-related duties or special projects as assigned.
Ability to effectively respond to all issues, complex enquiries or complaints from customers, users and/or higher management.
Excellent interpersonal and communication skills
Ability to multi-task, work under pressure and within tight deadlines.

Technical Skills
Knowledge in DC Network, IT integration, BMS and EMS.
Knowledge in deployment of IOT, AI and ML for predictive O&M.
Knowledge in Data Centre/Critical Services management.
Knowledge on authority regulations such as Electrical, ACMV, security, fire and workplace safety
Experience in dealing with various external stakeholders such as consultants, contractors or service vendors.
Knowledge in TIA 942, ISO27001, SS 564, OSPAR, TVRA, SOC Type I/II
Professional Certification:
Network and IT Expertise
Singapore Certified Energy Manager
Fire Safety Manager
Licenced Electrical Worker (preference)
Operational Technology (OT)
JJ Consulting Services
EA Licence No.: 12C6207
Applicants are invited to send in a MS Word resume to jobs@jjconsulting.com.sg stating position applying for/present/expected salaries and earliest available date.

We thank all applicants in advance and regret that only short listed candidates will be notified."
BEST LOGISTICS TECHNOLOGY (SINGAPORE) PTE. LTD.,,Operation Data Analytics Officer,South,Permanent,Senior Executive,Logistics / Supply Chain,4.0,,Posted 7 days ago,4,26 Mar 2024,"Logishub@Clementi, 2 Clementi Loop 129809",2,25 Apr 2024,"Roles & Responsibilities
Description:
The Quality Control team at BEST is responsible for the maintenance and improvement of operational service quality. Reporting directly to our Singapore BU Head, you will work cross-functionally with our various Business Units (BUs) including Freight, Cross-Border and Supply Chain Management to drive overall operational excellence.
Key responsibilities:
· Lead ongoing monitoring of key operational metrics and data reporting
· Drive performance improvement based on key operational metrics
· Develop and implement internal quality control standards
· Analyse existing operational flows and highlight potential process weaknesses
· Evaluate and execute process improvement opportunities
· Work closely with BUs to ensure adherence to operational processes, operational safety and SLAs

Requirements:
· 2 to 4 years of working experience in roles related to quality control or data analysis
· Previous exposure to e-commerce and/or logistics sector(s) highly advantageous
· High level of resourcefulness and adaptability
· Collaborative and data-driven approach to problem solving
· Able to work independently and with high attention to detail
· Language proficiency in both English and Chinese (reading, writing and verbal) is a must for liaison with HQ and Chinese speaking stakeholders
· Proficiency in Microsoft Excel and PowerPoint"
THE MITRE CORPORATION,,Aviation Data Scientist / Software Engineer,East,Permanent,Fresh/Entry Level,Engineering,174.0,,Posted 8 days ago,174,25 Mar 2024,"ULTRO BUILDING, 1 CHANGI BUSINESS PARK AVENUE 1 486058",,24 Apr 2024,"Roles & Responsibilities
MITRE ASIA PACIFIC SINGAPORE (MAPS)

AVIATION Data Scientist / Software Engineer

Under the initial sponsorship of Civil Aviation Authority of Singapore (CAAS), The MITRE Corporation, a U.S.-based, globally renowned research and development company, established its premier air traffic management research center in Singapore to support the growth in the Asia Pacific Region. This research center, MITRE Asia Pacific Singapore (MAPS), is in need of an Associate/Intermediate Data Scientist / Software Engineer to be part of a dynamic team of professionals working to improve air traffic operations in Singapore and the Asia Pacific region. The ideal candidate possesses excellent verbal and written technical communication skills, strong analytical abilities, the desire to acquire new skills, and the trait of being self-driven.

Key responsibilities include:

· Develop, maintain, and monitor data analytics that produce high quality data
· Analyze and visualize data products to derive insights and assess data quality
· Continuously improve the codebase and our development/deployment processes
· Consult with analysts and data consumers to ensure their needs are met
· Collaborate with peers during sprint planning, technical discussions, and code reviews
· Write clean and testable code that works consistently, both locally and on the compute cluster

Minimum Requirements:

• Good honours degree in in Computer Science, Mathematics, or other physical science/engineering fields), or equivalent practical experience
• 0-5 years relevant work experience

Preferred Qualifications:

Air Traffic Management / Aviation data experience is a +

• Experience with software development using Java, Python, and/or another high-level programming language
• Experience with data science techniques, data analysis, modeling, and visualization using Python, R, and/or Clojure
• Experience with Git version control software
• Familiarity with big data, distributed systems, and/or cloud platforms (Hadoop, AWS, Spark, Kafka, etc.)
• Familiarity with Agile and DevOps principles and practices
• Comfortable learning new languages and ideas
• Creative problem solvers and risk takers
• Ability to collaborate effectively with teammates, technical partners, and stakeholders

Fresh University graduates are encouraged to apply. Preference will be given to candidates who have knowledge of and/or experience in the field of air traffic operations. There is currently one opening. Interested candidates should inquire within The MITRE Corporation by emailing JOBS@mitreasiapacific.sg by 25 April 2024."
UNITED OVERSEAS BANK LIMITED,,"Assistant VP, Data Engineer",Islandwide,Permanent,Manager,Information Technology,13.0,,Posted 8 days ago,13,25 Mar 2024,,6,08 Apr 2024,"Roles & Responsibilities
The Data Engineer, Microsoft BI Developer & Administrator, is a member of the Data Analytics Technology team. This role will be responsible for the end-to-end software development and support for all work related to projects, quarterly change requests, L3 production fixes. This includes software product implementation and administration, application design, development, implementation, testing and support. You will be expected to work on Finance & Risk Analytics domain.
Key responsibilities for this role are:
Lead Server Administration activities for SSAS (SQL Server Analysis Services) & SSRS (SQL Server Reporting Services) for On-Premise implementation
Build PowerShell scripts required for processing data in SSAS & SSRS reports
Analyse and trouble-shoot SSAS, SSRS, Excel Add In and In-Memory related production issues by collaborating with other technical, vendor and business teams; Drive performance tuning
Resolve connectivity issues of MBI solution with underlying Teradata / Hadoop based Data Marts & Enterprise Data Warehouse
Handle and maintain BAU deployed applications to ensure stability, reliability, security, performance and SLA monitoring in SIT, UAT and production environment
Liaise with the end-user and technical solution team to implement solutions that align with the organization's business objectives.
Create frameworks, technical features which helps in faster operationalisation of Reporting solutions
Independently install, customise and integrate software packages and programs
Manage the technical delivery within timeline and with quality
Carry out POCs involving new data technologies
Ensure end-user satisfaction and meeting service level agreement
Create technical documents such as solution design, program specifications for target solutions
Maintain and recommend software improvements to ensure a platform centric management of software applications
Work on delivering Change Request and Project implementation for Microsoft PBI solutions
Involve in UAT, user training, pre-implementation preparation and post-implementation support activities
Maintain and support MBI environment
Ability to train users effectively to use the reporting tool, to build, customize & schedule reports
The right candidate should possess:
Min. 6+ years of experience in implementing SSAS & SSRS development & SSAS administration for On-Premise version of Microsoft Power BI
Good knowledge of Power BI Server Architecture, expertise in PowerShell scripting
Expertise in designing modular scheduling jobs (e.g. using Control-M) for refreshing SSAS In-Memory Models
Expertise in performance optimization for SSAS Tabular models using Direct Query and In-Memory Models
Experience in optimizing SSAS design by assessing DAX queries hitting Teradata based Data Warehouse & Data Mart
Expertise in Windows / NT and SQL Server Administration - monitoring SSAS & SQL Server statistics
Expertise in SSAS design, derived measures, SSRS reports & Data Modeling
Knowledge of different code standards for SSAS, SSRS & PowerShell scripting; skills in leveraging reusable code components
Experience in creating dashboards, volume reports, operating summaries, and presentations and graphs
Hands on experience other BI Tools (Qlik) and Big Data tool stacks
Knowledge in Data modelling, working with calculations, leveraging the Set Analysis
Ensure incorporation of best practices and lessons learnt from prior projects
Have Finance & Risk management domain knowledge
Worked in large scale data warehouse & on premise Power BI, Qlik based visualisation"
GOLDTECH RESOURCES PTE LTD,,Data Engineer,Islandwide,Contract,Senior Executive,Information Technology,46.0,,Posted 8 days ago,46,25 Mar 2024,,5,24 Apr 2024,"Roles & Responsibilities
Job Description:
Conduct thorough analysis of structured and unstructured data sets to uncover trends, patterns, and valuable insights that inform business decisions and strategies.
Create user-friendly, visually engaging dashboards, reports, and presentations to convey complex data analyses to stakeholders, facilitating data-driven decision-making at all organizational levels.
Plan, execute, and maintain data models, ETL pipelines, and data integration processes, ensuring data accuracy, integrity, and accessibility.
Enforce rigorous data validation and cleansing procedures to guarantee the accuracy and dependability of data used for analysis and reporting.
Collaborate with stakeholders across different departments to comprehend their data needs and deliver insights aligned with their business objectives.
Stay updated on industry trends and best practices in data analysis and engineering. Propose and implement process enhancements to improve data quality, efficiency, and overall performance.
Establish, uphold, and oversee data security and privacy measures on the data platform.
Work closely with other teams to ensure the successful execution of projects and initiatives.
Maintain and provide day-to-day operational assistance on the data platform, including:
Monitoring data pipelines, databases and analytical processes to ensure uninterrupted operation.
Promptly identify and resolve data-related issues, performance bottlenecks, and data quality concerns.

Requirements:
Bachelor's degree in Computer Science, Data Science, Statistics, or a closely related field.
Minimum of 5 years of practical experience in data platforms, data analytics, or related projects.
Demonstrate a proven track record as a Data Analyst, showcasing the ability to translate intricate data sets into actionable insights.
Exhibit strong expertise in data visualization tools like Tableau, Power BI, or similar, enabling the creation of compelling data visualizations and reports.
Display proficient programming skills in languages such as Python, SQL, SAS, or R for data analysis and data engineering tasks.
Prior experience as a Data Engineer, with a demonstrated capability to design and implement data models, ETL processes, and data integration solutions.
Be acquainted with cloud-based data platforms like Azure Data Factory, Azure Purview, Databricks, Snowflake, Kafka, or equivalent, as well as data storage technologies such as SQL and NoSQL databases.
Having prior experience with Microsoft SQL Server, Microsoft SSIS, or Ali Cloud (Dataphin) is considered a plus.
Possess excellent problem-solving skills, particularly in dealing with large and complex data sets.
Maintain a strong commitment to detail, ensuring data accuracy and reliability in all analyses.
Demonstrate effective communication skills to convey complex technical concepts to non-technical stakeholders.
Prove the ability to work independently as well as collaboratively in a fast-paced, team-oriented environment.
Hold certifications in Tableau Data Analyst, Microsoft Power BI Data Analyst, SnowPro (Snowflake), Databricks, or their equivalents.
Applicants with relevant experience may be considered for senior roles

Pls send in your updated resume stating past experiences, reasons for leaving, current and expected salaries to resume@goldtechrs.com"
