company_name,recruiter_name,job_title,location,employment_type,job_level,job_function,salary_lower,salary_upper,salary_period,num_applications,posted_date,address,experience,closing_date,job_description
HAYS SPECIALIST RECRUITMENT PTE. LTD.,,AVP - Data Scientist (MLops),Central,Permanent,Executive,Information Technology,8000,9800,Monthly,8,01 Apr 2024,,4,01 May 2024,"Roles & Responsibilities
Your new company
A leading financial and asset management organisation is recruiting a Data Scientist (AVP)

Your new role
Manage the end-to-end machine learning lifecycle of data cleansing, data extraction, model development to deployment.
Monitor and validate data processes in accordance with business requirements.
Monitor business intelligence and automate machine learning workflows and deployments.
Experience in project management and management of vendors.
Collaborate with other departments to support data needs.
What you'll need to succeed
Minimum 4–5 years of experience in data science, machine learning and model deployment.
Bachelor’s Degree in related fields, i.e. Computer Science, Statistics.
*Experience in Mlops with emphasis on deployment is a must-have.
Strong communication skills and stakeholder management.
**Experience in the finance/banking/statistics sector will be highly regarded but not a must.
**Experience in Dataiku will be highly regarded.
What you'll get in return
Good career progression by joining the pioneer team
Opportunity to join a leading financial organisation.
Potential leadership opportunities.
What you need to do now
If you're interested in this role, forward an updated copy of your CV.
Contact Lijie Ong at lijie.ong@hays.com.sg.
Hays Reg No.: R22108533, EA Licence: 07C3924, Company Reg No: 200609504D."
HAYS SPECIALIST RECRUITMENT PTE. LTD.,,Data Scientist,Central,Permanent,Senior Executive,Information Technology,8000,9800,Monthly,12,01 Apr 2024,"UOB PLAZA, 80 RAFFLES PLACE 048624",4,01 May 2024,"Roles & Responsibilities
Your new company
A world leading logistics group and supply chain that operates on a cutting-edge analytics platform is recruiting a Data Scientist.

Your new role
Manage the organisation’s entire data science development and project management.
Execute implementation of data science solutions, migration, and model engineering.
Keep in touch with the latest data science tools and technologies.
Manage project deadlines, goals and budget.
Experience in the end-to-end data cycle including deployment.
What you'll need to succeed
Minimum 4-7 years of experience in data science, machine learning and business intelligence.
Degree in related fields, i.e. Computer Science, Statistics.
Experience in programming languages or frameworks like i.e. Python, SQL, Tensorflow.
Experience with data visualisation tools.
Familiarity with the Agile methodology, certification in this will be a plus.
Strong communication skills.
**Experience in sales or logistics will be highly regarded.
What you'll get in return
Global career progression with a clear promotion ladder.
Opportunity to join a leading logistics enterprise.
Autonomy on projects and leadership opportunities.
What you need to do now
If you're interested in this role, forward an updated copy of your CV.
Contact Lijie Ong at lijie.ong@hays.com.sg.
Hays Reg No.: R22108533, EA Licence: 07C3924, Company Reg No: 200609504D."
ABIORES PTE. LTD.,,"Assistant Manager / Manager, Regulatory Affairs",South,Permanent,Manager,Healthcare / Pharmaceutical,1,1,Monthly,3,01 Apr 2024,"ALEXANDRA TECHNOPARK, 438A ALEXANDRA ROAD 119967",1,01 May 2024,"Roles & Responsibilities
Assistant Manager / Manager, Regulatory Affairs
About CorDx:
CorDx is a multi-national biotech organization focused on pushing the limits of innovation and supply in global health. With over 2,000 employees across the world, serving millions of users in over 100 countries.
CorDx is transforming the global diagnostics industry with innovative R&D solutions, a vertically integrated supply chain, and manufacturing footprints in the United States and around the world.
With nearly two decades of IVD experience, CorDx is a leader in IVD research and development, manufacturing, and supply chain. Our proprietary line of rapid diagnostic products is recognized by families and medical professionals for reliability, affordability, and rapid results.
CorDx delivers rapid testing and point-of-care medical device solutions used in the detection of infectious disease such as COVID-19, pregnancy, drugs of abuse, biomarkers, and more. CorDx is at the cutting edge of technology, artificial intelligence, and data science with the goal of delivering diagnostic solutions to some of the most critical questions in healthcare.
Job Responsibilities
Lead product registration: including preparation of registration dossier, design of clinical trial and manage execution and communication with CRO (clinical research organization);
Be the expert on laws and regulations for product registration in company’s regions of interest;
Interface the communication with regulatory agencies, e.g. Food and Drug Administration, track the progress of product registration, and resolve problems raised by experts during the review process;
Lead the process of product testing, clinical verification, data collection and relevant tracking;
Submit to agencies scientific special projects on behalf of the company;
Guide the company’s audit review from regulatory bodies e.g. the Food and Drug Administration, lead the company's internal review, and participate in the operation and maintenance of the company's various quality management system.
Establish collaborative and cooperative working relationship with key opinion leaders and the regulatory bodies;
Collaborate with cross-functional teams to meet projects goals with overall organizational objectives.
Any other ad-hoc duties or projects as required by the management team.
Qualifications:
Familiar with ISO13485 quality management system, solid medical device quality management qualifications, including but not limited to Class II and III medical devices;
Expert in medical device product registration laws and regulations, able to independently draft registration dossier;
You shall have complete registration experience of Class II and Class III medical devices;
A bachelor's degree with 7 years of relevant experience, a master's degree with 3 years of relevant experience, or a doctorate degree with at least 1 year of relevant experience. Others are welcome to apply.
Familiar with in vitro diagnostic products such as lateral flow immunoassay, PCR, Immunoassay etc;
Familiar with IVD product development and commercialization life cycle;
Systematical project management, good planning, execution and timely communication. Good presentation skills.
Majoring in biology, medicine, laboratory science, immunology, pharmacy or quality engineering are preferred;
Enthusiastic, proactive, and down-to-earth work attitude, strong communication & execution ability, results driven, and a team player;
Meticulous and strong sense of responsibility; able to handle stress and tight schedule;
How to Apply:
Please send a comprehensive resume, a cover letter (If applicable), along with your current and expected salary and send to foongying@cordx.com or apply @ My Careerfuture.
We regret that only shortlisted candidates will be contacted"
ABIORES PTE. LTD.,,"Assistant Manager / Manager, R&D",South,Permanent,Manager,Healthcare / Pharmaceutical,1,1,Monthly,3,01 Apr 2024,"ALEXANDRA TECHNOPARK, 438A ALEXANDRA ROAD 119967",1,01 May 2024,"Roles & Responsibilities
Assistant Manager / Manager, R&D

About CorDx:
CorDx is a multi-national biotech organization focused on pushing the limits of innovation and supply in global health. With over 2,000 employees across the world, serving millions of users in over 100 countries.
CorDx is transforming the global diagnostics industry with innovative R&D solutions, a vertically integrated supply chain, and manufacturing footprints in the United States and around the world.
With nearly two decades of IVD experience, CorDx is a leader in IVD research and development, manufacturing, and supply chain. Our proprietary line of rapid diagnostic products is recognized by families and medical professionals for reliability, affordability, and rapid results.
CorDx delivers rapid testing and point-of-care medical device solutions used in the detection of infectious disease such as COVID-19, pregnancy, drugs of abuse, biomarkers, and more. CorDx is at the cutting edge of technology, artificial intelligence, and data science with the goal of delivering diagnostic solutions to some of the most critical questions in healthcare.

Job Responsibilities
Responsible for new product development, experiment and optimize buffer composition, reagents and recipes;
Responsible for the testing and experiments of key raw materials, able to independently plan, analyze and summarize experimental data;
Responsible for solving technical problems encountered during the research, development & production process;
Strictly comply with laboratory-related operation and quality management requirements
Collaborate with cross-functional teams to meet projects goals with overall organizational objectives.
Any other ad-hoc duties or projects as required by the management team.
Qualifications:
Experience in IVD, clean environment production, quality system, R&D and etc;
Expertise in the operation and maintenance of lab instruments and data systems;
Understand the relevant requirements of the production quality system for in vitro diagnostic products;
A bachelor's degree with 7 years of relevant experience, a master's degree with 3 years of relevant experience, or a doctorate degree with at least 1 year of relevant experience. Others are welcome to apply.
Familiar with in vitro diagnostic products such as lateral flow immunoassay, PCR, Immunoassay etc;
Familiar with IVD product development and commercialization life cycle;
Systematical project management, good planning, execution and timely communication. Good presentation skills.
Majoring in biology, medicine, laboratory science, immunology, pharmacy or quality engineering are preferred;
Enthusiastic, proactive, and down-to-earth work attitude, strong communication & execution ability, results driven, and a team player;
Meticulous and strong sense of responsibility; able to handle stress and tight schedule;
How to Apply:
Please send a comprehensive resume, a cover letter (If applicable), along with your current and expected salary and send to foongying@cordx.com or apply @ My Careerfuture.
We regret that only shortlisted candidates will be contacted"
HYPERGAI PTE. LTD.,,AI Engineer (Data),Central,Full Time,Executive,Engineering,8000,16000,Monthly,13,01 Apr 2024,"INTERNATIONAL PLAZA, 10 ANSON ROAD 079903",3,01 May 2024,"Roles & Responsibilities
About HyperGAI

HyperGAI is an applied AI research company innovating in multimodal generative AI technology and solutions. Our vision is to be the leading AI provider of Multimodal Generative (GenAI) solutions that empower individuals to unlock their creativity and improve workplace productivity. We are a fast-growing Generative AI deep-tech startup, founded by globally renowned AI thought leaders and a group of exceptional AI experts, talented researchers and experienced engineers. The growth and success of HyperGAI are driven by our amazing employees who believe in the same mission and live with our core values of agility, innovation, trust and one-team. Join us! https://www.hypergai.com/


As a key member of our AI team, your primary responsibilities will revolve engineering challenges around building high-quality multimodal models, systems and tools that can advance state-of-the-art generative AI models and capabilities. In this role, you will be expected to:
· Build high-quality multimodal datasets (text, image, video, etc) through a variety of channels, including web data crawling from the internet, manual annotation from human, automatic data generation using deep learning models, etc.
· Create UI, tools and systems for data acquirement, pre-processing, labelling, filtering, viewing, and storage.
· Collaborate closely with our AI researchers, actively participating in deep learning model training and evaluation.
· Collaborate with a group of data annotators, set the requirements for data annotation and closely monitor the annotation quality.
The candidate will possess the following qualifications:
· A minimum of three years of professional experience in AI engineering, software development, data science, or a related field.
· Proficiency in Python, with hands-on experience in PyTorch.
· Proven expertise in building well-balanced and diverse datasets.
· Strong knowledge of developing a web crawler for data extraction from the internet, utilizing Python or other programming languages.
· Able to implement a simple UI for data visualization via Streamlit, Gradio or other available tools
· Experience with using multimodal deep learning models, etc.
· (Bonus) Passionate about building innovative AI models and products.

How to Apply:

Interested candidates please click APPLY NOW, or email an updated copy of your resume/cv. Your resume should INCLUDE:
- Personal Particulars
- Education background
- Work experiences in point forms
- All reasons for leaving
- Current and Expected salary
- Date of availability / Notice Period
We regret that only shortlisted candidates would be notified. Your Profile may be kept in our database for more career opportunities. We wish you all the best in your job search.
Contact us at Email: HR@HyperGAI.com"
QUESS SELECTION & SERVICES PTE. LTD.,,"Data Machine learning Engineer (Kubernetes, API, Python)- Contract",Islandwide,Contract,Professional,Information Technology,6500,8000,Monthly,9,01 Apr 2024,,4,15 Apr 2024,"Roles & Responsibilities
Roles & Responsibilities:
Doing statistical analysis and interpreting findings
Need to work on Kubernetes, APIs, Python technologies
Collaborate with data scientists, coders, programmers and other stakeholders
Creating and managing the AI development process and general infrastructure of a product
Automating critical tasks and procedures for a data science team
Creating data transformation infrastructure
Developing AI models communicating the utility of the AI models they generate to a diverse range of employees inside the organisation, including product managers and management executives
Converting machine learning models into APIs with which other apps may interact
Key Requirements:
Master / Bachelor’s degree in computer science, computer engineering, or relevant field.
Experience in Kubernetes, APIs, Python.
A minimum of 4+ years’ experience in a similar role.
Strong knowledge of Datawarehouse / database / Cloud systems and data mining would be prefered.
Excellent organizational and analytical abilities.
Outstanding problem solver

Kelly Vu
EA Licence Number: 23C2060
Registration ID is R1109308

Disclaimer: The company is committed to ensuring the privacy and security of your information. By submitting this form, you consent to the collection, processing, and retention of the information you provide. The data collected (which may include your contact details, educational background, work experience and skills) will be used solely for the purpose of evaluating your qualifications for the position you're applying for. Your data will be stored securely and retained for the duration necessary to fulfill our hiring process. If you are not selected for the position, your data will be kept on file for a limited period in case future opportunities arise. You have the right to access, correct, or delete your data at any time by contacting us at Quess Singapore | A Leading Staffing Services Provider in Singapore (quesscorp.sg)"
SNOWFLAKE COMPUTING SINGAPORE PTE. LTD.,,Senior Sales Engineer,Central,Permanent,Professional,Information Technology,19000,38000,Monthly,9,01 Apr 2024,"SGX CENTRE II, 4 SHENTON WAY 068807",5,01 May 2024,"Roles & Responsibilities
There is only one Data Cloud. Snowflake’s founders started from scratch and designed a data platform built for the cloud that is effective, affordable, and accessible to all data users. But it didn’t stop there. They engineered Snowflake to power the Data Cloud, where thousands of organizations unlock the value of their data with near-unlimited scale, concurrency, and performance. This is our vision: a world with endless insights to tackle the challenges and opportunities of today and reveal the possibilities of tomorrow.

We are looking for world-class sales engineers to join our field teams whose technical skills and customer savvy will help customers understand and utilize the value of the cutting-edge data platform that we are building.
The Sales Engineer will work hand-in-hand with Sales, Product, Engineering, and Marketing. She/he will be responsible for providing the technical expertise to make Snowflake customers successful. This sales engineer will have a broad range of skills and experience ranging from data architecture to ETL/ELT, data science, security, performance analysis, analytics, etc. He/she will have the insight to make the connection between a customer’s specific business problems and Snowflake’s solution, the customer-facing skills to communicate that connection and vision to a wide variety of technical and executive audiences, and the technical skills to be able to not only build demos and execute proof-of-concepts but also to provide consultative assistance on architecture and implementation.

The person we’re looking for shares our passion about reinventing the data platform and thrives in a dynamic environment. That means having the flexibility and willingness to jump in and get done what needs to be done to make Snowflake and our customers successful. It means keeping up to date on the ever-evolving technologies for data and analytics in order to be an authoritative resource for both Snowflake and customers. And it means working collaboratively with a broad range of people, both inside and outside the company.

RESPONSIBILITIES:
Present Snowflake technology and vision to executives and technical contributors at prospects and customers.
Work hands-on with prospects and customers to demonstrate and communicate the value of Snowflake technology throughout the sales cycle, from demo to proof of concept to design and implementation.
Maintain a deep understanding of competitive and complementary technologies and vendors and how to position Snowflake in relation to them.
Collaborate with Product Management, Engineering, and Marketing to continuously improve Snowflake’s products and marketing.
Be an advocate and develop mutual trust with technical audience on the customer side.
MINIMUM REQUIREMENTS:
Minimum 5 years of experience working with customers in a technical role.
Minimum 5 years of experience as a data architect, data scientist, or data engineer.
Outstanding skills presenting to both technical and executive audiences, whether impromptu on a whiteboard or using presentations and demos.
Understanding of complete data stack and workflow, from ETL to data platform design to BI and analytics tools.
Strong skills in databases, data warehouses, and data processing.
Hands-on expertise with SQL and Python
STRONGLY DESIRED:
Data Science knowledge and experience
University degree in computer science, engineering, mathematics or related fields, or equivalent experience.
Software development experience with Java, Spark and other Scripting languages
Extensive knowledge of and experience with large-scale database technology (e.g. Netezza, Exadata, Teradata, Greenplum, Hadoop etc.).
Experience and track record of success selling data and/or analytics software to enterprise customers; includes proven skills identifying key stakeholders, winning value propositions, and compelling events.
ADDED BONUS FOR:
Strong Data Science/AI/ML experience across a variety of platforms
Familiarity and experience with common BI and data exploration tools (e.g. Tableau, PowerBI, Metabase etc).
Cloud Provider Experience - Amazon AWS, Microsoft Azure, and Google Cloud
Experience using AWS services such as S3, Kinesis, Elastic MapReduce, Data Pipeline.
OLAP Data modeling and data architecture experience
Experience selling enterprise SaaS software.
Proven success at enterprise software start-ups."
SNOWFLAKE COMPUTING SINGAPORE PTE. LTD.,,Sales Engineer,Central,Permanent,Professional,Information Technology,13000,24000,Monthly,10,01 Apr 2024,"SGX CENTRE II, 4 SHENTON WAY 068807",5,01 May 2024,"Roles & Responsibilities
There is only one Data Cloud. Snowflake’s founders started from scratch and designed a data platform built for the cloud that is effective, affordable, and accessible to all data users. But it didn’t stop there. They engineered Snowflake to power the Data Cloud, where thousands of organizations unlock the value of their data with near-unlimited scale, concurrency, and performance. This is our vision: a world with endless insights to tackle the challenges and opportunities of today and reveal the possibilities of tomorrow.

We are looking for world-class sales engineers to join our field teams whose technical skills and customer savvy will help customers understand and utilize the value of the cutting-edge data platform that we are building.
The Sales Engineer will work hand-in-hand with Sales, Product, Engineering, and Marketing. She/he will be responsible for providing the technical expertise to make Snowflake customers successful. This sales engineer will have a broad range of skills and experience ranging from data architecture to ETL/ELT, data science, security, performance analysis, analytics, etc. He/she will have the insight to make the connection between a customer’s specific business problems and Snowflake’s solution, the customer-facing skills to communicate that connection and vision to a wide variety of technical and executive audiences, and the technical skills to be able to not only build demos and execute proof-of-concepts but also to provide consultative assistance on architecture and implementation.

The person we’re looking for shares our passion about reinventing the data platform and thrives in a dynamic environment. That means having the flexibility and willingness to jump in and get done what needs to be done to make Snowflake and our customers successful. It means keeping up to date on the ever-evolving technologies for data and analytics in order to be an authoritative resource for both Snowflake and customers. And it means working collaboratively with a broad range of people, both inside and outside the company.

RESPONSIBILITIES:
Present Snowflake technology and vision to executives and technical contributors at prospects and customers.
Work hands-on with prospects and customers to demonstrate and communicate the value of Snowflake technology throughout the sales cycle, from demo to proof of concept to design and implementation.
Maintain a deep understanding of competitive and complementary technologies and vendors and how to position Snowflake in relation to them.
Collaborate with Product Management, Engineering, and Marketing to continuously improve Snowflake’s products and marketing.
Be an advocate and develop mutual trust with technical audience on the customer side.
MINIMUM REQUIREMENTS:
Minimum 5 years of experience working with customers in a technical role.
Minimum 5 years of experience as a data architect, data scientist, or data engineer.
Outstanding skills presenting to both technical and executive audiences, whether impromptu on a whiteboard or using presentations and demos.
Understanding of complete data stack and workflow, from ETL to data platform design to BI and analytics tools.
Strong skills in databases, data warehouses, and data processing.
Hands-on expertise with SQL and Python
STRONGLY DESIRED:
Data Science knowledge and experience
University degree in computer science, engineering, mathematics or related fields, or equivalent experience.
Software development experience with Java, Spark and other Scripting languages
Extensive knowledge of and experience with large-scale database technology (e.g. Netezza, Exadata, Teradata, Greenplum, Hadoop etc.).
Experience and track record of success selling data and/or analytics software to enterprise customers; includes proven skills identifying key stakeholders, winning value propositions, and compelling events.
ADDED BONUS FOR:
Strong Data Science/AI/ML experience across a variety of platforms
Familiarity and experience with common BI and data exploration tools (e.g. Tableau, PowerBI, Metabase etc).
Cloud Provider Experience - Amazon AWS, Microsoft Azure, and Google Cloud
Experience using AWS services such as S3, Kinesis, Elastic MapReduce, Data Pipeline.
OLAP Data modeling and data architecture experience
Experience selling enterprise SaaS software.
Proven success at enterprise software start-ups."
QUESSCORP SINGAPORE PTE. LTD.,,"Machine learning Engineer (Kubernetes, API, Cloud)- Contract",Islandwide,Contract,Professional,Information Technology,6500,8000,Monthly,6,01 Apr 2024,,3,15 Apr 2024,"Roles & Responsibilities
Roles & Responsibilities:
Doing statistical analysis and interpreting findings
Need to work on Kubernetes, APIs, Python technologies
Collaborate with data scientists, coders, programmers and other stakeholders
Creating and managing the AI development process and general infrastructure of a product
Automating critical tasks and procedures for a data science team
Creating data transformation infrastructure
Developing AI models communicating the utility of the AI models they generate to a diverse range of employees inside the organisation, including product managers and management executives
Converting machine learning models into APIs with which other apps may interact
Key Requirements:
Master / Bachelor’s degree in computer science, computer engineering, or relevant field.
Experience in Kubernetes, APIs, Python.
A minimum of 4+ years’ experience in a similar role.
Strong knowledge of Datawarehouse / database / Cloud systems and data mining would be prefered.
Excellent organizational and analytical abilities.
Outstanding problem solver.
Thanks,
Rajkumar R
Registartion - 199801439D

Disclaimer: The company is committed to ensuring the privacy and security of your information. By submitting this form, you consent to the collection, processing, and retention of the information you provide. The data collected (which may include your contact details, educational background, work experience and skills) will be used solely for the purpose of evaluating your qualifications for the position you're applying for. Your data will be stored securely and retained for the duration necessary to fulfill our hiring process. If you are not selected for the position, your data will be kept on file for a limited period in case future opportunities arise. You have the right to access, correct, or delete your data at any time by contacting us at Quess Singapore | A Leading Staffing Services Provider in Singapore (quesscorp.sg)"
IT CONSULTANCY & SERVICES PTE LTD,Recommended based on your skills & job applications,Artificial Intelligence / Machine Learning Engineer (AI / ML) (109),Islandwide,Contract,Executive,Information Technology4 Years Exp,5000,6500,Monthly,23,10 Mar 2024,,4,09 Apr 2024,"Roles & Responsibilities
Requirement
Diploma/Degree in Information Technology or equivalent
At least 4 years of relevant work experience
Skills on Artificial Intelligence and Machine Learning
Strong knowledge of Datawarehouse / database / Cloud systems and data mining would be preferred.
Responsibilities
Collaborate with data scientists, coders, programmers and other stakeholders
Creating and managing the AI development process and general infrastructure of a product
Doing statistical analysis and interpreting findings
Automating critical tasks and procedures for a data science team
Creating data transformation infrastructure
Developing AI models communicating the utility of the AI models they generate to a diverse range of employees inside the organisation, including product managers and management executives
Converting machine learning models into APIs with which other apps may interact
Interested applicants, Please send your updated resume in Word format to hres@itcspl.com

Please indicate Job Code 109 on email subject

We regret that only shortlisted candidates will be notified.

IT Consultancy & Services Pte Ltd
EA No: 92C5311 | EA Reg No. R1104129

Please visit www.itcspl.com to learn more information about ITC"
STRIPE PAYMENTS SINGAPORE PTE. LTD.,,Risk Partner Manager,Central,Full Time,Manager,Risk Management,12000,18000,Monthly,20,01 Apr 2024,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",5,15 Apr 2024,"Roles & Responsibilities
Who we are
About Stripe
Stripe is a financial infrastructure platform for businesses. Millions of companies - from the world’s largest enterprises to the most ambitious startups - use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone's reach while doing the most important work of your career.
About the team
Stripe continues to develop innovative products that serve businesses of all sizes around the world, risk will increase in complexity and scale. Joining the Risk Partnerships team, you will play a critical role in the company’s financial and partnership health, enabling Stripe’s growth while partnering with internal and external stakeholders to understand, manage and mitigate against key risks related to financial partners.
What you’ll do
Stripe is seeking a Risk Partner Manager covering our most important financial partners including Banking partners, Local payment methods, BIN sponsors, Card networks and financial partners that enable new products and payment methods to help us scale for the future. It’s expected that the Partner Manager will be a critical subject matter expert in Banking, payment methods, card network/BIN sponsor rules. They will quickly become versed in Stripe’s risk policies in areas including fraud, credit, brand risks, as well as keeping abreast of emerging trends within the industry and competitors.
You will build strategic relationships with Risk counterparts at key partners to help drive Stripe’s risk and commercial initiatives. It is equally crucial for you to develop trusting and collaborative relationships with internal stakeholders that will provide subject matter expert input and execute across multiple programs and initiatives. Your work will be highly visible to leadership and be instrumental to driving our future growth.
Responsibilities
Manage key risk relationships with financial partners including Banking partners, Local payment methods, BIN sponsors, Card networks and financial partners, BIN sponsors, card networks and key partners that enable new products and payment methods, building relationships, understanding partner requirements, and advocating for Stripe’s users and product teams
Effectively communicate complex Financial Partner risk requirements, ensuring these are understood and correctly prioritized by leadership and stakeholder teams cross-functionally within Stripe.
Develop deep expertise in Stripe’s risk management systems as well as a strong understanding of Stripe’s risk posture and technical foundations
Build a close partnership with our Financial Partnerships team to collaboratively drive and advocate for risk objectives
Cultivate strong working relationships with colleagues across Risk, Product, Engineering and Operations teams to prioritize, scope and roll out launches
Manage top priority user escalations and incident remediations, as needed.
Who you are
We're looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.
Minimum requirements
5+ years of professional experience, including 2+ years in payments risk management
Extensive experience working with card network rules and/or BIN sponsors or relevant payment methods in APAC
A strong sense of ownership, resilience, and a drive to have an impact
Experience in managing day to day risk across a variety of internal and external partners
Strong stakeholder management skills including navigating difficult situations, negotiating timelines, and influencing internal and external stakeholders across organizations and borders
An analytical, data-driven approach to decision-making - you understand how to partner with Data Science to build metrics and track progress across various monitoring programs
Demonstrated project/program management skills and a proven track record for building and scaling programs from the ground up
Excellent collaboration, communication, and relationship building skills. Must have the ability to convey complex ideas succinctly to all audiences
You are extremely organized and not afraid to challenge and push teams and yourself.
Preferred qualifications
You have an in-depth understanding of product and payment risk platforms
Experience and ability to navigate reviews, Audits and Risk related challenges
Effective program management skills and a proven track record for building and scaling programs from the ground up
You are familiar with large datasets and versed in using SQL to extract and analyze data"
