job_id,titles,teasers,companies,locations,categorys,subCategories,job_types,salaries,dateposted,datedisplay
74540814,Analyst,The primary function of this position is to drive in-house business intelligence models that uses a variety of analytical tools such as Python and ...,Sembcorp Development Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-18T14:27:00Z,7d ago
74666444,Senior Data Scientist,"We foster a culture where we enjoy raising the bar constantly for ourselves and others, and that strongly supports the freedom to explore and innov...",GRABTAXI HOLDINGS PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-22T07:12:00Z,4d ago
74703958,Data Steward (Salesforce),"As a Salesforce Data Steward you will contribute to the success of our organization by ensuring the reliability, accuracy, and compliance of our Sa...",Seagate International Headquarters Pte. Ltd.,North Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-25T02:50:00Z,1d ago
74668192,Senior Data Scientist,"Interacts with product and service teams to identify questions and issues for data analysis and experiments.
Develops and codes software programs, ...",MICRON SEMICONDUCTOR ASIA OPERATIONS PTE LTD,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-22T07:18:00Z,4d ago
74651130,"Vice President, Business Banking Analytics (Credit Risk Modeling)",-,United Overseas Bank Limited (UOB),Central Region,Banking & Financial Services,Compliance & Risk,Full time,,2024-03-22T02:58:02Z,4d ago
74512445,"[LTA-TRO] EXECUTIVE/ ENGINEER, INNOVATION AND ANALYTICS","You will be part of the team that oversees data analysis, innovation projects and advanced technologies to seek new solutions to enhance the reliab...",Public Service Division,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-16T08:02:00Z,10d ago
74610524,Data Solutions Manager - Data Cycling Center,TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices includ...,TIKTOK PTE. LTD.,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-20T16:12:00Z,5d ago
74449020,Data Analyst,Opportunity to work on projects with global leading Wealth management organization.,PRIMESTAFF MANAGEMENT SERVICES PTE LTD,Central Region,Information & Communication Technology,Database Development & Administration,Full time,"$5,800 – $7,800 per month",2024-03-14T02:40:41Z,12d ago
74401722,Data Analyst,"4. Monitor and improve adoption of data analysis and visualisation tools in all business units by providing end user trainings and engagement.
5. E...",Far East Organization,North Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-12T15:12:00Z,13d ago
74401444,Data Management Lead/ Data Analyst (Group IT),The Data Analyst is responsible for the successful design and delivery of reports and visualisation. The analyst will perform the necessary data ma...,Far East Organization,Central Region,Information & Communication Technology,Product Management & Development,Full time,,2024-03-12T15:26:00Z,13d ago
74694513,Data Engineer,"This position reports to the Senior Manger, IT",BreadTalk Group Pte Ltd,North-East Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-25T01:58:03Z,1d ago
74366479,Data Analyst / Scientist (Healthcare),"A data analyst/ scientist to offer analytics support, with a focus on delivering management information and insights to stakeholders.",GMP Group HQ,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$4,000 – $4,500 per month",2024-03-11T09:49:15Z,15d ago
74342990,"Senior Executive / Assistant Manager, Data Analytics (Healthcare, Perm)","Healthcare sector looking for Data Analytics in the west, perm position",RecruitFirst Pte. Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$3,700 – $4,800 per month",2024-03-09T09:29:44Z,17d ago
74696822,Data Engineering Lead (Regional | Power Platform) – Perm,"Senior Data Engineer, who oversees data projects, operations and initiatives regionally in both Commercial and Medical areas",GMP Group HQ,West Region,Information & Communication Technology,Consultants,Full time,"$8,000 – $10,000 per month",2024-03-25T03:08:55Z,1d ago
74564965,Consulting Analyst - Marketing & Commerce (Marketing Analytics) - Singapore,"At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our...",Deloitte Consulting SEA,Singapore,Marketing & Communications,Market Research & Analysis,Full time,,2024-03-19T10:08:39Z,7d ago
74433139,Data Scientist,"* Major Foreign-Based Manufacturing Organisation in Singapore
 * Key Data Role in Singapore
 * Employee-Centric Environment",Hudson Global Resources ( HQ ),Central Region,Information & Communication Technology,Engineering - Software,Full time,To be advised,2024-03-13T12:27:01Z,13d ago
74612426,(Senior) Analyst (Operations Research),The Operations Research Analyst will be responsible for applying advanced analytical and mathematical methods to optimize LNG throughput operations...,Singapore LNG Corporation Pte Ltd,Central Region,Engineering,Mechanical Engineering,Full time,,2024-03-20T18:44:00Z,5d ago
74476223,Data Analyst  (Banking|Up to $5.5k),This is an Opportunity to work for one of the leading financial service providers and top banks,Adecco Personnel Pte Ltd.,Central Region,Banking & Financial Services,Analysis & Reporting,Contract/Temp,,2024-03-15T02:23:17Z,11d ago
74734778,Senior Data Engineer (Digital),"You will be part of the Digital Technology Team and together, you will innovate, create, and deploy digital products that will empower more than 3,...",Singapore Power Ltd,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-26T04:20:00Z,9h ago
74401834,Junior Data Scientist,"Work on improvement activities to drive operational excellence through data analytics.
Ensure projects are deployed efficiently, consistently and a...",Mindteck Singapore Pte Ltd,North-East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-12T15:12:00Z,13d ago
74698965,"FVP, AI & Machine Learning Practitioner, Data Management Office",-,United Overseas Bank Limited (UOB),Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-25T03:58:39Z,1d ago
74642648,Data Modeler,"* Major Advanced Manufacturing Organisation in Singapore
* Newly Created role
* Key Strategic Data Role",Hudson Global Resources ( HQ ),Central Region,Information & Communication Technology,Engineering - Software,Full time,To be advised,2024-03-21T15:54:49Z,4d ago
74319573,Research Assistant  - Software and Data Analytics.,-,Nanyang Technological University,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-08T05:56:18Z,18d ago
74673443,Applied Data Engineer | Contract | Salary Up to 12k,"At least 4 years of experience, ideally within a Software Engineer, Data Engineer with Java and Python technical stack, Data Solution role.",Manpower Staffing Services (S) Pte Ltd - Head Office,Central Region,Information & Communication Technology,Engineering - Software,Contract/Temp,"$10,000 – $12,000 per month",2024-03-22T13:16:43Z,4d ago
74469915,Data Scientist intern 900079,- Analyse behavioural trends to identify malicious activities and detect anomalies in the WeChat ecosystem via data analysis and machine learning -...,Tencent International Service Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T17:07:00Z,11d ago
74612192,"Data Engineer, Marketing Intelligence",You will share in the ownership of the technical vision and direction for advanced Ad Data products. You will be a part of a team of top notch tech...,TIKTOK PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T18:53:00Z,5d ago
74495670,"Lead, Product Analytics","Join EVYD as a Business Intelligence Leader and be a driving force in elevating our analytics capabilities. Lead and grow our BI team, strategize f...",Evyd Research,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-15T10:24:00Z,11d ago
74651636,System Analyst Programmer,"To actively contribute to the development, implementation, and upkeep of information systems",Yamaha Music (Asia) Private Limited,North-East Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-22T03:12:48Z,4d ago
74612409,Business Analytics and Strategy Manager,Data Analysis & Reporting: Assess data from a variety of sources to gain insights into pricing strategies and market trends. Perform in-depth data ...,INNOQUEST DIAGNOSTICS PTE LTD,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-20T18:47:00Z,5d ago
74541712,Data-Smart Strategy & Policy Specialist,"Our Policy, Statistics and Research (PSR) functions play a vital role in influencing CPF policies and operations. Data informs many of the decision...",Central Provident Fund Board,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-18T14:19:00Z,7d ago
74403992,Senior Data Analyst,"We are seeking a Senior Data Analyst to offer analytics support to crucial business sectors, with a focus on delivering valuable management informa...",Study Group International,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-12T18:49:00Z,13d ago
74470016,Data Scientist intern 900075,"- Develop and execute new plans and processes for improving user safety, data compliance, and service reliability for users around the world - Meet...",Tencent International Service Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T17:07:00Z,11d ago
74653815,Head of Data,Our client is looking for a business and technical authority responsible for overseeing the comprehensive management and utilization of data.,Morgan McKinley,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-22T03:32:27Z,4d ago
74648474,Senior Data Engineer,To ensure we have high-quality data to power our business in all departments.,Keppel Management Ltd,Central Region,Information & Communication Technology,Architects,Full time,,2024-03-22T01:36:54Z,4d ago
74296600,Assistant Manager (Data Governance & Analytics),"Professional certifications in data governance and analytics would be advantageous
Minimum 3 years of relevant experience in designing and deliveri...",Fei Yue Community Services,Central Region,Information & Communication Technology,Management,Full time,,2024-03-07T10:42:00Z,19d ago
74638571,"Assistant VP, Data Engineer",-,United Overseas Bank Limited (UOB),Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-21T10:13:35Z,5d ago
74022047,"Assistant Manager, Data and Analytics.",-,Nanyang Technological University,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-07T06:44:11Z,19d ago
74296769,Business Intelligence & Data Analytics Manager/Senior Manager,"6) Conduct in-depth data analysis to identify trends, patterns, and opportunities for process improvement or business growth.
7) Optimize data mode...",CHARLES & KEITH GROUP,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-07T10:25:00Z,19d ago
74435305,Attractive Job Opening for Data Scientist in Singapore,We are seeking a highly skilled and motivated Data Scientist to join our dynamic team. The ideal candidate will be passionate about turning data in...,IITMATRIX PTE. LTD.,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-13T11:21:00Z,13d ago
74421651,"Intern, Data Scientist","You will be an important member of the analytics Data Science team, working to understand the desires of our customers, measuring the impact of pro...",Autodesk Asia Pte Ltd,Central Region,Marketing & Communications,Product Management & Development,Full time,,2024-03-13T02:16:00Z,13d ago
74629957,"Vice President, Regional Data Model, Group Compliance",-,United Overseas Bank Limited (UOB),Central Region,Consulting & Strategy,Management & Change Consulting,Full time,,2024-03-21T05:31:50Z,5d ago
74662019,Data Product Manager,Morgan McKinley is working with a client on a Data Product Manager position.,Morgan McKinley,Central Region,Information & Communication Technology,Product Management & Development,Full time,,2024-03-22T07:56:42Z,4d ago
74667043,Insurance Regulatory Reporting Analyst (contract),• At least 8 years experience in either Consulting for Insurance clients or in the Insurance industry working on data / reporting projects. Candida...,QUESS SINGAPORE,Central Region,Banking & Financial Services,Analysis & Reporting,Contract/Temp,,2024-03-22T07:22:00Z,4d ago
74700715,"AVP, Data Engineer, GMET",-,United Overseas Bank Limited (UOB),Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-25T05:44:51Z,1d ago
74660984,"Senior Assistant Manager, NUHS Research Transformation Office",-,National University Health System,Central Region,Healthcare & Medical,Clinical/Medical Research,Full time,,2024-03-22T07:10:44Z,4d ago
74448239,"Senior Executive, Data Analyst (Insights) (Stellar Ace)","Opportunity with Stellar Lifestyle (Stellar Ace) - Senior Executive, Data Analyst",SMRT Corporation Ltd,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-14T02:16:09Z,12d ago
74611768,Senior data specialist,"We are looking for a high-calibre data experts to be a part of a fast-growing tech organization, working within a team that provides world-class an...",Allegis Group Singapore Pte Ltd,Central Region,Information & Communication Technology,Product Management & Development,Full time,,2024-03-20T08:19:21Z,6d ago
74238736,Data Analytics Manager (Retail),Is your passion for data analytics matched by a drive to propel businesses forward? Our retail client is seeking a visionary Data Analytics Manager.,Robert Half International Pte Ltd,Central Region,Information & Communication Technology,Other,Full time,Competitive,2024-03-06T02:24:49Z,20d ago
74536681,Data Labelling Engineer,"Experience in Data analyst or DBA experience, familiar with all kinds of data samples in storage",Manpower Staffing Services (S) Pte Ltd - Head Office,Central Region,Information & Communication Technology,Database Development & Administration,Contract/Temp,"$5,000 – $6,500 per month",2024-03-18T10:43:11Z,8d ago
74597512,Manager (Research Data Management),-,National University of Singapore,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T05:55:27Z,6d ago
74647199,"Data Modeler, Investment & Fund Management",Develop data models according to Keppel's standards,Keppel Management Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-22T00:55:04Z,4d ago
74610516,Summer Internship 2024 - Data Management,"To support the data team in implementing data improvement cycle and engaging with the business lines.
To support the data team in visualization of ...",CBRE Pte Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-20T15:35:00Z,5d ago
74674975,"Senior Manager, Performance Management & Actuarial","Define group-wide guidelines for health products review & approval, including performance review frequency, approval thresholds etc.
Participate in...",Prudential (WM Group- Linda Quah),Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-22T11:55:00Z,4d ago
74708172,GenAI Innovative Engineer - J44098,Generative AI Innovation engineer with keen interest in nation-wide initiatives.,ScienTec Consulting Pte Ltd,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-25T09:13:55Z,1d ago
74495161,"Data Analyst Intern - Listing and Content, Regional Operations","The Operation teams at Shopee covers the operational end-to-end process, from when the buyer searches for a product listed on the Shopee platform, ...",SHOPEE SINGAPORE LITE ADS,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-15T08:14:00Z,11d ago
74494669,Information Technology - Data Scientist (Data Science Track),"SIA has multiple positions for junior and senior data scientists to drive our AI, data science and business analytics initiatives.
Key Responsibili...",Singapore Airlines,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-15T10:29:00Z,11d ago
74449480,Data Analyst - IFRS17 (Insurance),Suitable candidate must have experience in either Consulting for Insurance clients or in the Insurance industry working on data / reporting projects.,Base Camp Recruitment Pte. Ltd.,Central Region,Information & Communication Technology,Other,Contract/Temp,,2024-03-14T02:53:57Z,12d ago
74612217,Data (& AI) Platform Engineer,"Join our international team of Data & AI consultants, working to build data platform to enable real-time operational systems, analytical systems an...",Temus Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T18:51:00Z,5d ago
74325022,Data Analyst,To write R/Python scrips to transform existing data to obtain approximation of required data.,Talent Trader Group Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$5,000 – $7,500 per month",2024-03-08T07:57:12Z,18d ago
74604970,Business Strategy Manager,"You will be equipped with data analytics and/or data science expertise, combined with your knowledge and experience in business strategy. You will ...",PREX TECHNOLOGIES PTE. LTD.,Central Region,Information & Communication Technology,Management,Full time,,2024-03-20T05:20:00Z,6d ago
74464931,Associate data analyst,How This Opportunity Is DifferentACIA’s Climate Risk Advisory team is currently looking for an Associate Data Analyst to help empower results for o...,Aon Singapore Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T08:19:24Z,12d ago
74565736,Product Manager - Analytics,"Data Analytics Product Manager for major logistics service providers, up to 120k per annum",Hays Specialist Recruitment Pte Ltd,Central Region,Information & Communication Technology,Product Management & Development,Full time,$9000.0 - $11000.0 p.m.,2024-03-19T11:32:19Z,7d ago
74604488,Big Data Engineer / Data Architect,We are seeking for a Big Data Engineer/Data Architect to join our dynamic data support team. This candidate will be responsible for various profess...,H2 GAMES PTE. LTD.,West Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-20T05:20:00Z,6d ago
74676128,Pricing Manager ( Regional) - West Plant,"- Able to analyise financial results, key performance indicators including orders visibility, pricing scenrios, margin capture rate analytics and p...",Sanmina-SCI Systems Singapore Pte Ltd,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-22T17:45:00Z,3d ago
74237728,"Senior Executive, Data and Analytics,",---,Nanyang Technological University,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-06T01:54:38Z,20d ago
74311549,"Bioinformatics Specialists (Lab of Systems Biology and Data Analytics), GIS","Bioinformatics Specialists (Laboratory of Systems Biology and Data Analytics), GIS","Agency for Science, Technology and Research (A*STAR)",Central Region,Science & Technology,Biotechnology & Genetics,Full time,,2024-03-08T02:40:16Z,18d ago
74667805,DATA ENGINEER,"Create and maintain data architectures that meets the needs of HDB.
Build and maintain platforms required for storage, extraction, transformation, ...",WSH Experts Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-22T07:25:00Z,4d ago
74461760,Senior/Research Associate (Data Science) (Assistant Manager),Embark on an exciting lifelong journey with us in making a positive difference in your career and serving our society.,Singapore University of Social Sciences,West Region,Education & Training,Research & Fellowships,Full time,,2024-03-14T09:37:49Z,12d ago
74406761,Associate Data Analyst,ACIA’s Climate Risk Advisory team is currently looking for an Associate Data Analyst to help empower results for our clients by providing high qual...,Aon Life,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-12T21:28:00Z,13d ago
74633854,"Data Operation Engineer - East , MS Cloud , Hadoop , Python , Spark","Data Operation
Data Warehouse
Government Project
Cat-1 Clearance",TRUST RECRUIT PTE. LTD.,East Region,Information & Communication Technology,Database Development & Administration,Full time,"$4,000 – $6,000 per month",2024-03-21T07:07:40Z,5d ago
74340537,Data Analyst (SQL | Phyton | Data Science| Petrochemical | Oil & Gas),"Collaborate with the cross functional teams to comprehend department, individual data requirements, use-case specific.",Talent Trader Group Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-09T02:34:20Z,17d ago
74529545,Senior Data Engineer (Azure),"By using Azure to design and implement cloud solutions.

Basic $10,000 - $13,000 (depends on experience)
Location: Shenton Way",MTC Consulting Pte. Ltd.,Central Region,Information & Communication Technology,Database Development & Administration,Full time,"$10,000 – $13,000 per month",2024-03-18T06:22:28Z,8d ago
74640913,Senior data engineer,"We are looking for a high-calibre data experts to be a part of a fast-growing tech organization, working within a team that provides world-class an...",Allegis Group Singapore Pte Ltd,Central Region,Engineering,Electrical/Electronic Engineering,Full time,,2024-03-21T09:43:00Z,5d ago
74493367,"Service Operations Specialist | Data Analyst | Up to $5,000 | One-North",Our client is looking for a Regional Service Operations Executive with Power BI & Excel experience,Good Job Creations (Singapore) Pte Ltd,Central Region,Consulting & Strategy,Analysts,Full time,"$4,000 – $5,000 per month",2024-03-15T10:12:21Z,11d ago
74247848,"Senior Executive/Executive, Data Analytics and Prospect Research","The Advancement Office is seeking a Senior Executive/Executive who will be responsible for providing data, reports, and analysis on prospects",Singapore University of Social Sciences,West Region,Education & Training,Other,Full time,,2024-03-06T06:17:23Z,20d ago
74555458,"Research Associate, Dept of Analytics and Operations",-,National University of Singapore,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-19T04:11:15Z,7d ago
74239921,Research Associate (Data Analytics) (R00013227),-,Nanyang Technological University,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-06T02:59:40Z,20d ago
74540989,Data Scientist,"We are looking for a Data Scientist, who is excited to work in a start-up environment, and build Vision AI models capable of running at internet sc...",ELITEFIT PTE. LIMITED,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-18T14:25:00Z,7d ago
74310594,"Post Doctoral Fellow (Laboratory of Systems Biology & Data Analytics), GIS","Post Doctoral Fellow (Laboratory of Systems Biology & Data Analytics), GIS","Agency for Science, Technology and Research (A*STAR)",Central Region,Science & Technology,Biotechnology & Genetics,Full time,,2024-03-08T02:10:57Z,18d ago
74434348,"Data Science Lead, Singpass Anti- Fraud","The Singpass team builds Singapore’s digital identity system. This includes various personal authentication protocols, data sharing tools, and corp...",Government Technology Agency of Singapore (GovTech),Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-13T11:24:00Z,13d ago
74469984,Data Science Intern 900003,"● Currently enrolled in a Master's or Ph.D. program in a quantitative discipline such as statistics, machine learning, computer science, math, etc....",Tencent International Service Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T17:07:00Z,11d ago
74627128,Summer Internship 2024 - Actuarial Intern,Join us this Summer for our Structured Internship Program from May to August 2024. In addition to gaining valuable work experience alongside indust...,Munich Reinsurance,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T00:17:00Z,6d ago
74294033,Data Analyst,"The incumbent will be leading projects and working with stakeholders, therefore must have the ability to design and execute complex experiments.",RecruitFirst Pte. Ltd,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,"$4,500 – $5,200 per month",2024-03-07T10:58:50Z,19d ago
74226861,"Senior/ Analyst, Data Science, Group Finance Analytics (Contract)","You will champion the development of new data science techniques, methodologies and delivery of analytics projects.",Singapore Health Services Pte Ltd (SingHealth HQ),Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-05T09:15:27Z,21d ago
74469917,Data Science Intern 900101,"Responsibilities: Research on state-of-the-art machine learning, deep learning, social-network data mining and recommendation algorithms with game ...",Tencent International Service Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T17:07:00Z,11d ago
74288283,Data Analytics Manage (Supply Chain),"Manage introduction of new products, new supply chain and new initiative forecast.
Work with regional and local commercial /marketing team to incor...",DFI Retail Group,East Region,"Manufacturing, Transport & Logistics",Analysis & Reporting,Full time,,2024-03-05T11:47:00Z,21d ago
74679939,[LTA-P&P] TRANSPORT PLANNER (RTS PLANNING),"As a transport planner with our Rapid Transit System (RTS) Planning team, you will be given the unique opportunity to shape the future transportati...",Public Service Division,Central Region,Engineering,Civil/Structural Engineering,Full time,,2024-03-23T02:09:00Z,3d ago
74371015,Data Scientist,"● Evaluations of deployed ML models to identify improvement opportunities, and implement updates and enhancements that respond effectively to evolv...",INFOWIZ PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-11T14:19:00Z,14d ago
74389673,HR Data Analyst (Bank),"Join as HR Data Specialist—shape impactful analytics, forge partnerships, and drive finance's future in a dynamic team. Your opportunity starts here!",Elitez Pte Ltd,Central Region,Banking & Financial Services,Analysis & Reporting,Contract/Temp,"$4,000 – $6,000 per month",2024-03-12T06:27:28Z,14d ago
74540259,Solution Architect -Data Analytics( Azure),We are seeking a highly skilled and experienced Solution Architect – Data Analytics for AWS to join our team and play a crucial role in designing a...,SoftwareONE Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-18T14:51:00Z,7d ago
74202759,"Senior Data Scientist (Analytics), OmniCommerce",We are looking for a Senior Data Scientist (Analytics) to provide critical insights and drive our OmniCommerce product forward. This requires worki...,GRABTAXI HOLDINGS PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-04T15:43:00Z,21d ago
74478642,Business Intelligence Analyst,The Business Intelligence Analyst will play a crucial role in extracting meaningful insights from data to contribute to strategic decision-making.,Duotech Pte. Ltd.,Central Region,Consulting & Strategy,Analysts,Full time,,2024-03-15T03:24:37Z,11d ago
74535931,Business Analyst (Power BI),Business Analyst in MNC,HCL Technologies Malaysia SDN BHD,West Region,Information & Communication Technology,Business/Systems Analysts,Full time,"$5,000 – $6,000 per month",2024-03-18T09:47:23Z,8d ago
74592625,Pricing and Analytics Intern,The Pricing & Analytics Intern will facilitate in providing innovative pricing solutions utilizing market-based and value-based pricing methodologi...,Align Technologies Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T01:16:00Z,6d ago
74298221,Data Analyst,"The mission of the AI-CoE team is to help SP to become a data-driven company and create data-centric products. As an AI-CoE team member, you will b...",SP Digital Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-07T10:27:00Z,19d ago
74285533,Reporting and Analytics Developer/Data Engineer - SG2424,"Unison Consulting Pte Ltd is seeking a talented Reporting and Analytics Developer/Data Engineer to join our team.
In this role, you will be respons...",Unison Consulting Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T09:41:00Z,21d ago
74340592,Data Analyst | Govt,Great opportunity to leverage your data analytics/ programming language skills with the government sector and build great connections.,BGC Group Pte Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Contract/Temp,"$3,800 – $5,000 per month",2024-03-09T02:47:31Z,17d ago
74392576,Human Resource Data Analyst (Banking Sector | Contract),Have a interest and passion for HR and good with data analysis? Apply now!,Elitez Pte Ltd,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,"$4,500 – $5,400 per month",2024-03-12T08:17:31Z,14d ago
74611746,"Manager/Senior Manager, Knowledge & Insights",You will be involved in NVPC's initiatives to understand and develop insights on the state of giving in Singapore. You will be expected to work wit...,Hyperscal Solutions,Central Region,Marketing & Communications,Market Research & Analysis,Full time,,2024-03-20T18:54:00Z,5d ago
74556930,LEAD TRAINER DATA SCIENCE & AI,Lead trainer with experience in the industry.,Institute Of Data Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-19T04:57:52Z,7d ago
74640884,Python data analyst,"EDHEC is looking to recruit a Python Data Analyst for its newest FinTech venture, Scientific Portfolio, to be based in Singapore.
Scientific Portfo...",EDHECinfra,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-10T08:19:08Z,16d ago
74617804,HVM Product Data Planner (PDP),Minimum qualifications are required to be initially considered for this position. Preferred qualifications are in addition to the minimum requireme...,Intel Technology Asia Pte Ltd,Central Region,"Manufacturing, Transport & Logistics",Analysis & Reporting,Full time,,2024-03-20T20:19:00Z,5d ago
74199426,Reporting and Analytics Developer / Data Engineer,"We are seeking a highly skilled and experienced Big Data Engineer to join our team. The successful candidate will be responsible for designing, dev...",INNOVATIQ TECHNOLOGIES PTE. LTD.,Central Region,Information & Communication Technology,Networks & Systems Administration,Full time,,2024-03-04T09:55:54Z,22d ago
74564399,Data Analyst Assistant (up $3300 / With Exp Prefer / Hybrid) ax98,"Salary up $3300 Location: Central Working Hours: Monday to Friday, Office Hour Hybrid mode available based on office",MCI Career Services Pte Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Full time,"$2,800 – $3,300 per month",2024-03-19T09:34:37Z,7d ago
74298565,Data Analyst,Assist Lead Data Analyst(LDA) with BI project implementation leveraging Yonyou BI product (integrated with Yonyou EPR system and Cloud Platforms) ;...,Yonyou (Singapore) Pte. Ltd.,Central Region,Information & Communication Technology,Management,Full time,,2024-03-07T10:34:00Z,19d ago
74445093,Business Intelligence Analyst,About the role: We are seeking a highly analytical and detail-oriented Healthcare Business Intelligence Analyst to join our Global Transformation C...,SERVITA PRIVATE LIMITED,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-13T22:04:00Z,12d ago
74512777,Business analyst lead,They're looking for a Business Analyst who can drive analysis and insights with key objectives to communicate and influence different teams to make...,Nicoll Curtin Group,Central Region,Accounting,Analysis & Reporting,Full time,,2024-03-17T08:19:31Z,9d ago
74628956,"Contract Staff, Institutional Statistics, up to $3,500","•	Contract
•	Jurong
•	Office Hours
•	up to $3,500",Success Human Resource Centre Pte Ltd,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,"$2,500 – $3,500 per month",2024-03-21T04:49:02Z,5d ago
74461150,"Manager, Data Analysis & Review [RPD]","Assist and support the conduct of grants’/business operations’ data analysis and to identify variances, anomalies, trends, behaviours etc. to facil...",Public Service Division,East Region,Accounting,Management,Full time,,2024-03-14T06:40:00Z,12d ago
